ID;SEC00_CHAIN;TRN00_PERIOD;VOL;VAL
1;MARGARINLER;201901;8,785,376,600;90,313,343.56
2;DONDURMALAR;201901;971,840,218.50;15,455,247.28
3;BULASIK DETERJANLARI;201901;19,246,127,477.20;226,321,366.81
4;GRANUL ICECEKLER;201901;69,012,894;996,069.55
5;NONWEB;201901;3,121,549,421.80;20,568,619.39
6;MAYONEZLER;201901;1,808,615,863;20,794,213.18
7;HELVALAR;201901;2,219,690,747.20;39,022,362.15
8;HEDIYELIK CIKOLATALAR;201901;267,513,355;8,301,616.88
9;KULAK TEMIZLEME CUBUGU;201901;207,068,606;2,775,588.30
10;YARABANTLARI;201901;2,035,162;184,949.21
11;PIRINC UNLARI;201901;218,902,475;4,172,356.10
12;AGIZ SAGLIGI;201901;28,108;197,599.22
13;EV TEMIZLIGI MADDELERI;201901;32,871,594,431.95;164,747,361.18
14;TURK KAHVELERI;201901;1,909,375,928;81,500,492.96
15;KAGIT URUNLERI;201901;1,951,954,327;299,085,872.26
16;BEYAZ ETLER;201901;44,091,309,789;491,543,243.50
17;CEREZLER;201901;3,499,831,690;100,417,678.62
18;YOGURTLAR;201901;78,704,550,585.20;377,982,507.70
19;AYRAN VE KREMA;201901;7,009,040,093;34,521,633.88
20;ET VE TAVUK SULARI;201901;32,435,049,700;12,237,279.80
21;AMPULLER;201901;757,764;6,182,894.53
22;CILT BAKIM URUNLERI;201901;541,201,407;46,779,270.30
23;TEREYAGLAR;201901;7,484,084,762;278,938,213.40
24;HARDALLAR;201901;26,500,295;707,545.70
25;AILE PLANLAMASI;201901;1,060,406;1,341,946.32
26;KEDI-KOPEK MAMALARI;201901;437,591,935;7,962,987.14
27;MAYALAR;201901;455,625,254;8,218,877.04
28;HAZIR CORBALAR;201901;7,118,224,040;15,140,817.62
29;MAKARNALAR;201901;31,271,988,708;108,819,747.34
30;MADEN SULARI;201901;17,941,403,180;59,307,778.27
31;KURUYEMISLER;201901;21,048,001,783.20;544,259,613.37
32;UNLAR;201901;40,015,366,676;105,841,368.93
33;PUDINGLER;201901;3,749,355,392;59,198,036.25
34;EV TEMIZLIGI ARACLARI;201901;18,925,038;19,799,794.50
35;HAZIR KAHVELER VE KREMALAR;201901;733,622,039.90;82,248,879.19
36;TURSULAR;201901;2,890,364,100;18,407,330.38
37;BEBEK ISLAK MENDILLERI;201901;1,487,979,561;87,082,425.60
38;SIVI YAGLAR;201901;64,167,273,039;506,745,077.68
39;COCUK BEZLERI;201901;301,124,459;218,380,913.30
40;BUZLU CAYLAR;201901;7,540,477,400;19,759,243.89
41;KAKAOLU SUT TOZLARI;201901;517,873,453;17,292,049.48
42;KETCAPLAR;201901;3,750,745,525;26,847,389.14
43;SAC BOYALARI;201901;100,919,889;20,731,878.37
44;KADIN PARFUMLERI;201901;33,458,197;19,180,428.38
45;AGIZ GARGARALARI;201901;74,046,790;2,768,612.93
46;HALI SAMPUANLARI;201901;85,011,537;1,395,226.19
47;Test Sector 1;201901;190,384,788,133.82;5,158,343,065.48
48;EV YAPIMI URUNLER;201901;138,145,471,837;0
49;TUZ;201901;7,671,381,425;13,238,817.59
50;ET MAMULLERI;201901;26,728,121,845.86;1,120,317,055.63
51;PASTANE URUNLERI;201901;1,278,314,130;16,569,658.86
52;HIJYENIK PEDLER;201901;178,324,960;73,696,927.70
53;ALUMINYUM FOLYOLAR VE STREC FILMLER;201901;236,485,558.04;22,855,762.27
54;SOSLAR;201901;746,631,419;14,653,846.17
55;TRAS BICAKLARI;201901;11,323,341;17,138,396.25
56;EV PARFUMLERI;201901;619,454;6,266,499.67
57;SAGLIK BEZLERI;201901;1,424,143;3,242,587.42
58;MALT ICECEKLER;201901;48,469,300;448,380
59;BEBEK BANYO KOPUKLERI;201901;65,209,100;878,809.69
60;GUNES YAGLARI VE KREMLERI;201901;5,099,900;1,273,685.37
61;TRAS ALETLERI;201901;20,749;540,202.17
62;SULAR;201901;700,537,615,820;340,280,553.67
63;BAKLIYAT;201901;71,064,697,503.20;414,842,743.79
64;CAYLAR;201901;13,726,958,515.60;370,979,891.79
65;PEYNIRLER;201901;44,872,754,043.80;985,167,944.03
66;BISKUVILER;201901;26,036,055,751.40;354,416,070.10
67;RECELLER;201901;4,424,547,741;97,178,364.35
68;KREM CIKOLATALAR;201901;6,973,103,448;135,695,300.35
69;YUMURTALAR;201901;887,071,922;515,537,376.03
70;PILLER;201901;5,767,548;6,585,939.47
71;SAKIZLAR;201901;140,784,334.02;18,919,984.79
72;CAMASIR DETERJANLARI;201901;47,474,597,276;283,275,631.62
73;BEBEK MAMALARI;201901;1,002,487,675;72,603,411.92
74;TUY DOKUCU KREMLER;201901;117,724,681;6,855,829
75;DIS FIRCALARI;201901;3,202,278;14,603,910.07
76;MISIR GEVREKLERI;201901;1,451,867,570;27,760,956.45
77;ZEYTINLER;201901;14,405,132,020.90;242,739,820.00
78;EKMEKLER;201901;4,416,330,844;33,484,392.42
79;CIKOLATALAR;201901;2,072,352,097.25;94,293,464.58
80;MEYVE SULARI;201901;19,520,988,440;72,168,806.86
81;SEKERLER;201901;1,604,362,395.50;38,738,754.02
82;SALEPLER VE BOZALAR;201901;3,202,485,485;15,278,517.00
83;SABUNLAR VE DUS JELLERI;201901;11,529,360,723;93,987,163.18
84;CAMASIR YUMUSATICILARI;201901;19,761,519,296;98,223,664.19
85;SAC KREMLERI;201901;1,057,324,465;26,818,939.19
86;TRAS LOSYONLARI;201901;22,592,814;8,280,181.70
87;TRAS KREM VE KOPUKLERI;201901;139,153,180;4,478,938.57
88;HAZIR PASTA UNLARI;201901;151,025,179;2,492,477.62
89;ENERJI VE SPOR ICECEKLERI;201901;387,447,376;4,342,870.19
90;TOZ SABUNLAR;201901;187,817,700;3,193,752.83
91;DIGER ACIK GIDA URUNLERI;201901;38,673,563;2,101,407.51
92;TOZ-KESME SEKERLER;201901;49,455,664,342.80;204,137,469.99
93;BAHARATLAR;201901;4,256,817,487.20;111,144,333.29
94;SIRKELER;201901;4,458,309,894;20,061,618.36
95;COP TORBALARI;201901;58,492,419;11,018,981.46
96;SAMPUANLAR;201901;6,911,749,085;165,316,161.31
97;BIRALAR;201901;5,591,230,083;105,133,325.72
98;DEODORANTLAR;201901;305,111,296;28,383,416.19
99;BEBEK PUDRALARI;201901;9,316,965;730,674.99
100;KUMAS KOKU GIDERICILER;201901;105,076,095;1,691,761.97
101;SAC SPREYLERI;201901;22,242,727;1,519,760.40
102;SAC JOLELERI;201901;35,787,250;679,512.25
103;GAZLI MESRUBATLAR;201901;84,154,072,400;186,055,671.77
104;CIKOLATA KAPLAMALAR;201901;6,219,049,641.30;168,659,352.98
105;SUTLER;201901;215,780,541,267;691,669,883.29
106;RENKLI KOZMETIKLER;201901;2,619,463;33,049,964.41
107;HAZIR YEMEKLER;201901;3,806,813,659;32,844,408.71
108;BANDED PACK;201901;2,799,767,890.00;41,568,233.49
109;LIMON-SALGAM SULARI;201901;1,690,105,160;5,614,845.66
110;DONDURULMUS GIDALAR;201901;6,514,968,788;69,280,730.47
111;TAHIN - PEKMEZ;201901;3,051,429,058;59,459,992.92
112;SALCALAR;201901;12,126,786,654;130,532,818.73
113;DIS MACUNLARI;201901;576,751,115;55,216,231.69
114;BALIK KONSERVELERI;201901;431,966,160;19,107,624.40
115;ALKOLLU ICECEKLER;201901;663,585,600;94,307,057.89
116;ARAP SABUNLARI;201901;313,934,070;1,968,137.25
117;MOBILYA BAKIM URUNLERI;201901;162,506,100;1,442,935.38
118;KOLONYALAR;201901;368,690,600;6,633,331.62
119;SINEK-BOCEK ILACLARI;201901;127,044;1,283,601.18
120;KOPUK JOLELER;201901;5,645,500;639,092.59
121;BRIYANTINLER;201901;6,497,815;439,728.30
77;ZEYTINLER;201902;13,975,340,481;238,013,485.47
39;COCUK BEZLERI;201902;297,988,972;219,141,884.80
1;MARGARINLER;201902;8,495,758,850;87,326,958.30
93;BAHARATLAR;201902;4,125,185,147.40;105,223,990.38
66;BISKUVILER;201902;25,828,402,983.30;363,972,622.67
72;CAMASIR DETERJANLARI;201902;49,741,677,678;290,145,739.99
47;Test Sector 1;201902;162,038,589,285.80;4,473,136,304.25
22;CILT BAKIM URUNLERI;201902;525,748,830;46,768,533.93
110;DONDURULMUS GIDALAR;201902;6,504,745,501;69,840,490.62
53;ALUMINYUM FOLYOLAR VE STREC FILMLER;201902;227,994,826.28;23,059,624.78
95;COP TORBALARI;201902;60,878,825;12,271,005.55
106;RENKLI KOZMETIKLER;201902;2,704,627;34,321,205.47
20;ET VE TAVUK SULARI;201902;32,771,641,280;12,206,335.02
41;KAKAOLU SUT TOZLARI;201902;540,859,047.10;18,043,559.27
115;ALKOLLU ICECEKLER;201902;491,970,200;72,444,340.53
102;SAC JOLELERI;201902;42,188,425;716,598.35
44;KADIN PARFUMLERI;201902;24,938,783;13,259,847.05
60;GUNES YAGLARI VE KREMLERI;201902;2,028,400;363,096.70
50;ET MAMULLERI;201902;26,751,345,827.80;1,140,846,324.71
35;HAZIR KAHVELER VE KREMALAR;201902;776,370,058.80;81,617,825.10
32;UNLAR;201902;39,905,319,583;104,787,427.94
6;MAYONEZLER;201902;2,016,415,070;24,816,629.47
19;AYRAN VE KREMA;201902;7,131,814,415;35,316,221.65
48;EV YAPIMI URUNLER;201902;128,575,820,524;0
21;AMPULLER;201902;758,504;5,835,832.04
26;KEDI-KOPEK MAMALARI;201902;550,056,938;9,991,866.03
4;GRANUL ICECEKLER;201902;58,127,081;938,644.88
89;ENERJI VE SPOR ICECEKLERI;201902;311,068,401;3,782,013.95
29;MAKARNALAR;201902;30,689,557,788;108,635,092.78
7;HELVALAR;201902;2,158,993,943;38,015,367.67
83;SABUNLAR VE DUS JELLERI;201902;11,817,075,311;93,954,390.45
36;TURSULAR;201902;3,090,821,853;19,596,808.88
79;CIKOLATALAR;201902;1,919,851,151.30;88,055,600.15
3;BULASIK DETERJANLARI;201902;19,276,526,545.40;229,701,247.45
70;PILLER;201902;5,578,191;6,179,982.22
91;DIGER ACIK GIDA URUNLERI;201902;21,709,981;1,208,769.26
76;MISIR GEVREKLERI;201902;1,529,029,465;29,449,273.96
87;TRAS KREM VE KOPUKLERI;201902;125,915,875;3,942,237.09
121;BRIYANTINLER;201902;5,639,120;255,401.40
57;SAGLIK BEZLERI;201902;1,249,325;2,661,872.66
90;TOZ SABUNLAR;201902;206,128,700;2,966,045.51
10;YARABANTLARI;201902;2,395,773;207,311.03
61;TRAS ALETLERI;201902;25,596;573,347.06
65;PEYNIRLER;201902;45,149,496,116.10;985,577,587.99
68;KREM CIKOLATALAR;201902;6,993,857,768;135,866,812.17
80;MEYVE SULARI;201902;18,804,497,600;70,853,227.04
71;SAKIZLAR;201902;146,768,422.05;19,046,149.24
49;TUZ;201902;7,603,239,160;13,226,739.97
63;BAKLIYAT;201902;70,056,961,851.20;414,268,387.48
33;PUDINGLER;201902;3,765,472,050;60,342,933.04
82;SALEPLER VE BOZALAR;201902;2,356,325,130;10,912,526.30
54;SOSLAR;201902;780,535,765;15,492,834.74
28;HAZIR CORBALAR;201902;6,743,799,740;14,120,601.95
23;TEREYAGLAR;201902;7,435,524,083.90;279,199,640.73
73;BEBEK MAMALARI;201902;1,014,446,090;72,223,806.85
97;BIRALAR;201902;4,906,615,105;95,402,298.60
8;HEDIYELIK CIKOLATALAR;201902;286,207,451;8,031,075.69
34;EV TEMIZLIGI ARACLARI;201902;19,493,659;19,404,283.92
46;HALI SAMPUANLARI;201902;81,573,000;1,217,670.89
85;SAC KREMLERI;201902;1,047,211,260;27,664,860.36
15;KAGIT URUNLERI;201902;1,887,103,355;277,251,993.04
17;CEREZLER;201902;3,198,519,154;94,007,570.49
14;TURK KAHVELERI;201902;1,961,929,779;83,211,148.92
104;CIKOLATA KAPLAMALAR;201902;6,432,927,403.40;173,460,362.53
109;LIMON-SALGAM SULARI;201902;1,615,048,260;5,774,287.08
2;DONDURMALAR;201902;843,394,159.50;16,121,737.66
9;KULAK TEMIZLEME CUBUGU;201902;202,999,798;2,739,046.64
114;BALIK KONSERVELERI;201902;441,034,685;19,079,301.47
117;MOBILYA BAKIM URUNLERI;201902;163,365,860;1,430,591.56
99;BEBEK PUDRALARI;201902;9,549,100;714,350.23
101;SAC SPREYLERI;201902;23,109,800;1,195,365.01
12;AGIZ SAGLIGI;201902;22,147;174,777.92
105;SUTLER;201902;206,213,648,482;669,793,829.82
75;DIS FIRCALARI;201902;3,512,420;15,563,281.55
92;TOZ-KESME SEKERLER;201902;49,716,109,018.60;203,429,931.71
84;CAMASIR YUMUSATICILARI;201902;19,142,579,184;93,846,394.14
103;GAZLI MESRUBATLAR;201902;79,371,958,950;181,207,842.91
69;YUMURTALAR;201902;855,761,371;503,316,080.51
30;MADEN SULARI;201902;17,925,776,460;60,157,151.67
108;BANDED PACK;201902;3,493,565,624.20;49,454,369.01
5;NONWEB;201902;3,599,976,582;23,930,151.12
43;SAC BOYALARI;201902;99,884,931;21,320,238.06
55;TRAS BICAKLARI;201902;12,390,752;21,156,258.76
51;PASTANE URUNLERI;201902;1,289,019,615;16,345,725.90
74;TUY DOKUCU KREMLER;201902;102,257,820;5,882,214.78
25;AILE PLANLAMASI;201902;1,237,413;1,246,221.28
62;SULAR;201902;664,796,479,210;324,468,352.77
13;EV TEMIZLIGI MADDELERI;201902;33,788,009,234.55;172,987,548.68
38;SIVI YAGLAR;201902;63,275,977,024;484,213,135.20
67;RECELLER;201902;4,476,987,028;97,883,200.87
42;KETCAPLAR;201902;3,818,834,846;27,665,746.79
81;SEKERLER;201902;1,801,551,994;41,802,284.47
78;EKMEKLER;201902;4,189,714,887;33,177,238.09
86;TRAS LOSYONLARI;201902;19,849,020;10,363,690.58
40;BUZLU CAYLAR;201902;6,333,601,360;17,192,860.10
24;HARDALLAR;201902;23,204,620;554,499.49
116;ARAP SABUNLARI;201902;303,029,920;1,826,923.36
107;HAZIR YEMEKLER;201902;3,758,412,506;32,206,896.34
11;PIRINC UNLARI;201902;223,623,475;4,316,053.22
58;MALT ICECEKLER;201902;41,452,540;434,132.01
88;HAZIR PASTA UNLARI;201902;138,312,806;2,174,758.89
120;KOPUK JOLELER;201902;5,778,475;555,720.26
112;SALCALAR;201902;11,517,543,963;121,104,473.00
52;HIJYENIK PEDLER;201902;165,918,983;70,994,999.99
64;CAYLAR;201902;13,774,854,336.10;379,471,274.63
18;YOGURTLAR;201902;76,809,576,314;360,996,167.84
37;BEBEK ISLAK MENDILLERI;201902;1,432,396,798;84,980,872.71
96;SAMPUANLAR;201902;6,911,563,295;167,228,127.09
16;BEYAZ ETLER;201902;43,887,698,011;497,827,822.71
113;DIS MACUNLARI;201902;587,174,398.25;55,491,957.80
31;KURUYEMISLER;201902;18,884,750,968.20;466,536,646.63
27;MAYALAR;201902;456,482,031;8,398,513.06
111;TAHIN - PEKMEZ;201902;2,900,455,278.60;56,518,998.36
94;SIRKELER;201902;4,025,705,832;17,830,373.79
98;DEODORANTLAR;201902;295,094,612;27,268,174.96
118;KOLONYALAR;201902;368,101,935;6,854,922.66
56;EV PARFUMLERI;201902;565,574;5,192,998.74
45;AGIZ GARGARALARI;201902;68,002,025;2,331,915.27
100;KUMAS KOKU GIDERICILER;201902;119,952,420;2,328,923.11
59;BEBEK BANYO KOPUKLERI;201902;60,543,400;920,926.25
119;SINEK-BOCEK ILACLARI;201902;87,078;840,057.92
113;DIS MACUNLARI;201903;567,412,083;56,545,099.01
67;RECELLER;201903;4,115,568,647;85,952,992.62
8;HEDIYELIK CIKOLATALAR;201903;291,877,597;9,653,445.51
19;AYRAN VE KREMA;201903;7,064,701,713;33,662,194.85
69;YUMURTALAR;201903;798,620,381;462,029,278.98
92;TOZ-KESME SEKERLER;201903;46,635,387,101.40;192,201,778.14
40;BUZLU CAYLAR;201903;5,611,927,260;15,458,821.64
23;TEREYAGLAR;201903;7,142,603,990;265,462,995.59
17;CEREZLER;201903;2,775,959,317;83,685,165.01
64;CAYLAR;201903;13,075,772,844.50;359,578,447.39
11;PIRINC UNLARI;201903;201,038,650;4,165,632.83
51;PASTANE URUNLERI;201903;1,353,055,795;17,704,674.79
95;COP TORBALARI;201903;53,417,652;10,770,633.66
22;CILT BAKIM URUNLERI;201903;558,765,062;52,407,377.36
86;TRAS LOSYONLARI;201903;20,152,052;8,033,015.24
12;AGIZ SAGLIGI;201903;25,042;230,340.63
79;CIKOLATALAR;201903;1,845,347,633.80;87,465,694.34
75;DIS FIRCALARI;201903;3,402,405;16,744,503.88
15;KAGIT URUNLERI;201903;1,861,338,490;278,826,747.93
47;Test Sector 1;201903;163,097,477,696.35;4,373,574,584.71
93;BAHARATLAR;201903;4,057,935,448;101,729,957.91
29;MAKARNALAR;201903;29,783,983,906;105,845,171.11
48;EV YAPIMI URUNLER;201903;126,713,831,668;0
9;KULAK TEMIZLEME CUBUGU;201903;187,106,818;2,557,587.19
28;HAZIR CORBALAR;201903;6,492,266,920;13,884,128.98
34;EV TEMIZLIGI ARACLARI;201903;17,390,584;18,630,292.82
20;ET VE TAVUK SULARI;201903;33,146,911,180;12,965,632.50
89;ENERJI VE SPOR ICECEKLERI;201903;271,675,385;3,451,660.70
87;TRAS KREM VE KOPUKLERI;201903;112,165,540;3,571,315.82
24;HARDALLAR;201903;25,000,150;640,509.57
119;SINEK-BOCEK ILACLARI;201903;118,687;1,048,753.93
121;BRIYANTINLER;201903;10,610,377;341,677.34
56;EV PARFUMLERI;201903;529,620;4,973,264.10
58;MALT ICECEKLER;201903;46,885,500;463,649.99
111;TAHIN - PEKMEZ;201903;2,345,769,723;45,153,333.11
105;SUTLER;201903;203,404,631,750;663,432,797.03
110;DONDURULMUS GIDALAR;201903;6,506,912,337;70,088,191.52
13;EV TEMIZLIGI MADDELERI;201903;32,200,668,422.40;165,443,195.86
27;MAYALAR;201903;449,751,158.50;8,334,614.17
81;SEKERLER;201903;1,741,815,416.50;41,178,930.05
55;TRAS BICAKLARI;201903;11,572,470;18,636,127.05
90;TOZ SABUNLAR;201903;194,581,000;3,025,437.44
70;PILLER;201903;5,152,591;5,589,004.68
26;KEDI-KOPEK MAMALARI;201903;413,102,186;7,985,713.98
61;TRAS ALETLERI;201903;25,285;681,442.70
32;UNLAR;201903;38,704,769,298;101,612,414.29
50;ET MAMULLERI;201903;26,140,054,486.30;1,116,347,038.05
62;SULAR;201903;651,006,742,030;316,590,304.29
107;HAZIR YEMEKLER;201903;3,810,406,649;32,685,635.24
38;SIVI YAGLAR;201903;61,161,766,250;465,275,822.89
71;SAKIZLAR;201903;134,410,417.38;19,441,780.09
97;BIRALAR;201903;4,761,177,447;92,652,335.31
72;CAMASIR DETERJANLARI;201903;47,955,689,958.40;280,331,721.24
84;CAMASIR YUMUSATICILARI;201903;19,220,449,558;96,809,078.25
109;LIMON-SALGAM SULARI;201903;1,560,796,050;5,605,582.28
98;DEODORANTLAR;201903;310,969,326;26,861,454.04
42;KETCAPLAR;201903;3,758,702,794;27,471,789.24
80;MEYVE SULARI;201903;18,311,529,510;70,335,523.95
76;MISIR GEVREKLERI;201903;1,579,890,185;31,550,515.30
44;KADIN PARFUMLERI;201903;22,058,100;11,696,978.22
4;GRANUL ICECEKLER;201903;58,793,936;1,054,259.06
65;PEYNIRLER;201903;43,304,421,164.56;945,832,756.50
66;BISKUVILER;201903;24,864,643,980.10;357,413,731.15
37;BEBEK ISLAK MENDILLERI;201903;1,398,019,041;83,975,250.36
33;PUDINGLER;201903;3,712,421,035;58,761,742.47
112;SALCALAR;201903;11,604,263,702.50;122,569,829.42
1;MARGARINLER;201903;8,611,608,050;87,966,903.00
14;TURK KAHVELERI;201903;1,974,897,817;83,353,787.88
94;SIRKELER;201903;3,881,333,591;17,797,977.79
41;KAKAOLU SUT TOZLARI;201903;536,080,958.70;18,157,501.05
85;SAC KREMLERI;201903;999,781,025;27,320,899.09
82;SALEPLER VE BOZALAR;201903;1,373,362,900;6,448,579.92
106;RENKLI KOZMETIKLER;201903;2,794,536;36,448,849.35
6;MAYONEZLER;201903;1,913,920,128;22,734,621.53
116;ARAP SABUNLARI;201903;292,405,520;1,880,163.79
99;BEBEK PUDRALARI;201903;5,627,345;468,072.41
10;YARABANTLARI;201903;2,542,310;209,911.84
91;DIGER ACIK GIDA URUNLERI;201903;15,616,037;919,005.44
102;SAC JOLELERI;201903;26,929,175;505,979
54;SOSLAR;201903;745,292,654;15,354,798.07
96;SAMPUANLAR;201903;6,636,937,385;164,333,091.12
77;ZEYTINLER;201903;12,791,759,580.70;220,945,550.89
68;KREM CIKOLATALAR;201903;6,817,955,025;131,918,186.95
18;YOGURTLAR;201903;71,813,655,575;313,821,134.39
31;KURUYEMISLER;201903;17,640,015,909.60;445,293,089.56
63;BAKLIYAT;201903;68,011,136,954;403,705,718.93
30;MADEN SULARI;201903;17,642,860,050;60,322,104.77
78;EKMEKLER;201903;4,447,701,332;35,280,360.28
115;ALKOLLU ICECEKLER;201903;523,003,100;79,551,106.55
7;HELVALAR;201903;2,037,378,091;35,395,393.66
39;COCUK BEZLERI;201903;296,186,673;216,935,635.24
100;KUMAS KOKU GIDERICILER;201903;108,233,800;1,897,319.28
57;SAGLIK BEZLERI;201903;1,179,687;2,574,997.34
88;HAZIR PASTA UNLARI;201903;114,380,641;1,851,187.63
45;AGIZ GARGARALARI;201903;76,741,605;2,508,234.52
120;KOPUK JOLELER;201903;4,736,150;473,274.75
117;MOBILYA BAKIM URUNLERI;201903;193,375,260;1,632,783.13
52;HIJYENIK PEDLER;201903;165,919,834;70,384,677.10
108;BANDED PACK;201903;3,530,891,407.25;51,806,345.45
16;BEYAZ ETLER;201903;41,610,985,013.65;487,790,097.46
103;GAZLI MESRUBATLAR;201903;66,587,669,080;153,666,483.20
36;TURSULAR;201903;3,234,789,961;18,830,510.53
53;ALUMINYUM FOLYOLAR VE STREC FILMLER;201903;219,267,340.44;22,301,001.84
118;KOLONYALAR;201903;357,936,755;6,608,006.01
2;DONDURMALAR;201903;1,716,258,479;29,567,395.87
74;TUY DOKUCU KREMLER;201903;115,256,998;7,077,251.01
25;AILE PLANLAMASI;201903;1,086,379;1,261,596.18
46;HALI SAMPUANLARI;201903;44,988,050;658,527.17
35;HAZIR KAHVELER VE KREMALAR;201903;746,211,691.20;77,004,464.99
104;CIKOLATA KAPLAMALAR;201903;6,074,958,446.70;162,828,804.27
3;BULASIK DETERJANLARI;201903;19,115,184,327.70;226,403,337.46
73;BEBEK MAMALARI;201903;1,015,649,480;72,841,498.48
83;SABUNLAR VE DUS JELLERI;201903;11,354,320,175;94,183,018.90
49;TUZ;201903;7,604,408,109;13,016,833.63
101;SAC SPREYLERI;201903;27,457,439;1,203,644.02
5;NONWEB;201903;2,395,751,543.60;19,723,817.61
43;SAC BOYALARI;201903;93,266,247;20,016,811.97
114;BALIK KONSERVELERI;201903;471,082,475;20,341,331.90
21;AMPULLER;201903;608,312;4,632,182.96
59;BEBEK BANYO KOPUKLERI;201903;51,683,800;952,630.34
60;GUNES YAGLARI VE KREMLERI;201903;4,226,925;1,047,562.99
47;Test Sector 1;201904;196,202,025,654.06;5,470,643,841.41
31;KURUYEMISLER;201904;17,528,249,758.90;451,656,759.59
73;BEBEK MAMALARI;201904;1,042,065,385;77,262,547.15
14;TURK KAHVELERI;201904;2,037,159,378;87,465,825.59
108;BANDED PACK;201904;3,519,585,428.89;54,515,409.43
55;TRAS BICAKLARI;201904;12,222,945;19,792,279.63
34;EV TEMIZLIGI ARACLARI;201904;19,979,849;20,344,302.36
82;SALEPLER VE BOZALAR;201904;711,162,585;2,895,696.01
117;MOBILYA BAKIM URUNLERI;201904;153,477,550;1,233,817.41
65;PEYNIRLER;201904;46,020,080,439;1,010,787,073.35
38;SIVI YAGLAR;201904;60,934,993,244;468,573,508.20
64;CAYLAR;201904;13,234,035,510.40;360,283,181.98
76;MISIR GEVREKLERI;201904;1,604,437,040;31,957,962.77
19;AYRAN VE KREMA;201904;7,340,020,429;35,306,933.04
1;MARGARINLER;201904;8,503,357,250;86,632,410.39
103;GAZLI MESRUBATLAR;201904;74,089,592,430;171,540,688.42
36;TURSULAR;201904;3,338,389,953;20,181,122.63
70;PILLER;201904;5,119,640;6,356,099.05
40;BUZLU CAYLAR;201904;6,045,992,760;17,336,952.53
68;KREM CIKOLATALAR;201904;7,377,837,663;147,394,402.66
32;UNLAR;201904;37,701,449,910;100,537,448.82
43;SAC BOYALARI;201904;97,428,310;22,012,819.16
94;SIRKELER;201904;3,547,122,930;17,101,060.49
100;KUMAS KOKU GIDERICILER;201904;127,856,985;2,104,021.69
87;TRAS KREM VE KOPUKLERI;201904;136,433,350;4,307,274.04
101;SAC SPREYLERI;201904;28,907,525;1,311,722.13
37;BEBEK ISLAK MENDILLERI;201904;1,400,110,822;85,059,886.93
15;KAGIT URUNLERI;201904;1,782,971,427;288,493,949.05
71;SAKIZLAR;201904;154,506,508.30;21,991,739.02
30;MADEN SULARI;201904;18,119,834,000;63,333,248.30
96;SAMPUANLAR;201904;6,683,357,430;163,983,676.02
16;BEYAZ ETLER;201904;43,936,070,652.37;540,601,856.40
35;HAZIR KAHVELER VE KREMALAR;201904;880,984,111.10;84,372,658.16
28;HAZIR CORBALAR;201904;6,613,665,550;14,247,023.42
84;CAMASIR YUMUSATICILARI;201904;19,889,593,862;104,774,531.07
33;PUDINGLER;201904;3,631,388,288;57,515,615.10
114;BALIK KONSERVELERI;201904;462,045,770;20,449,301.30
57;SAGLIK BEZLERI;201904;1,473,762;2,901,209.26
10;YARABANTLARI;201904;2,804,080;205,667.13
102;SAC JOLELERI;201904;40,165,400;711,463.76
86;TRAS LOSYONLARI;201904;14,573,192;6,675,397.42
119;SINEK-BOCEK ILACLARI;201904;222,377;2,056,898.17
121;BRIYANTINLER;201904;9,016,660;312,034.11
60;GUNES YAGLARI VE KREMLERI;201904;4,899,225;2,775,592.41
91;DIGER ACIK GIDA URUNLERI;201904;16,182,796;828,031.05
95;COP TORBALARI;201904;48,939,358;10,076,499.55
18;YOGURTLAR;201904;77,489,633,944.60;339,251,924.04
50;ET MAMULLERI;201904;27,767,937,380.40;1,205,125,291.13
111;TAHIN - PEKMEZ;201904;2,160,564,834;41,888,941.92
85;SAC KREMLERI;201904;1,057,005,975;28,968,063.25
3;BULASIK DETERJANLARI;201904;18,863,566,266.90;230,736,587.76
51;PASTANE URUNLERI;201904;1,704,769,475;21,105,993.16
20;ET VE TAVUK SULARI;201904;33,169,112,860;12,520,149.11
52;HIJYENIK PEDLER;201904;172,003,175;73,526,163.22
26;KEDI-KOPEK MAMALARI;201904;342,566,025;6,708,006.01
56;EV PARFUMLERI;201904;575,314;5,170,530.95
74;TUY DOKUCU KREMLER;201904;105,825,375;6,968,512.47
99;BEBEK PUDRALARI;201904;6,988,965;519,467.53
4;GRANUL ICECEKLER;201904;79,772,588;1,302,384.46
61;TRAS ALETLERI;201904;23,111;516,217.75
25;AILE PLANLAMASI;201904;1,077,000;1,444,492.72
66;BISKUVILER;201904;25,594,880,459.60;369,209,021.35
93;BAHARATLAR;201904;4,062,898,051.10;104,880,745.98
62;SULAR;201904;665,788,590,590;324,091,252.34
5;NONWEB;201904;3,573,287,167.90;29,414,209.22
79;CIKOLATALAR;201904;1,850,760,584.95;89,769,415.82
109;LIMON-SALGAM SULARI;201904;1,695,872,780;6,010,695.30
7;HELVALAR;201904;2,032,253,540;35,017,292.26
53;ALUMINYUM FOLYOLAR VE STREC FILMLER;201904;219,742,276;21,762,893.43
44;KADIN PARFUMLERI;201904;24,779,245;14,594,352.78
46;HALI SAMPUANLARI;201904;62,221,800;835,533.43
11;PIRINC UNLARI;201904;249,528,150;4,997,439.27
59;BEBEK BANYO KOPUKLERI;201904;55,469,750;1,200,399.80
